id_sv,ten_sv,ngay_sinh,gioi_tinh,uu_tien,khu_vuc,diem_khuyen_khich,ma_tinh,loai_thi_sinh
94191589573,Họ Tên 6238,2006-05-06,Nam,Không,KV3,0.95,941,Thí sinh không phải tự do
28338053655,Họ Tên 6239,2003-06-27,Nam,Đối tượng 1,KV2,1.04,283,Thí sinh tự do
45063019036,Họ Tên 6240,2004-09-06,Nam,Không,KV2,1.91,450,Thí sinh không phải tự do
14598933393,Họ Tên 6241,2002-01-28,Nam,Đối tượng 2,KV2,0.54,145,Thí sinh tự do
44366755381,Họ Tên 6242,2004-01-21,Nữ,Đối tượng 1,KV3,1.03,443,Thí sinh tự do
35750372216,Họ Tên 6243,2002-01-30,Nam,Đối tượng 2,KV3,1.46,357,Thí sinh tự do
38175125426,Họ Tên 6244,2005-02-18,Nữ,Đối tượng 1,KV1,0.02,381,Thí sinh không phải tự do
11313998978,Họ Tên 6245,2005-11-13,Nữ,Không,KV1,0.64,113,Thí sinh không phải tự do
46479514216,Họ Tên 6246,2006-01-05,Nữ,Không,KV2,0.24,464,Thí sinh không phải tự do
97434580070,Họ Tên 6247,2006-08-21,Nam,Đối tượng 1,KV1,0.21,974,Thí sinh tự do
36704549185,Họ Tên 6248,2003-08-17,Nam,Không,KV3,1.92,367,Thí sinh tự do
26645683053,Họ Tên 6249,2004-10-15,Nam,Đối tượng 2,KV1,1.49,266,Thí sinh không phải tự do
67664307414,Họ Tên 6250,2004-12-17,Nam,Đối tượng 2,KV3,0.03,676,Thí sinh không phải tự do
44696468604,Họ Tên 6251,2006-07-14,Nam,Không,KV2,1.95,446,Thí sinh tự do
96121221841,Họ Tên 6252,2004-05-03,Nữ,Không,KV2,1.39,961,Thí sinh không phải tự do
66862846975,Họ Tên 6253,2004-02-08,Nam,Đối tượng 2,KV2,1.74,668,Thí sinh tự do
45621946955,Họ Tên 6254,2005-03-23,Nam,Đối tượng 1,KV1,0.31,456,Thí sinh không phải tự do
46154345978,Họ Tên 6255,2003-06-29,Nữ,Đối tượng 2,KV3,1.45,461,Thí sinh không phải tự do
57594237158,Họ Tên 6256,2002-08-26,Nữ,Không,KV1,1.82,575,Thí sinh không phải tự do
34755673525,Họ Tên 6257,2006-04-25,Nữ,Không,KV1,0.61,347,Thí sinh tự do
63365716667,Họ Tên 6258,2005-04-14,Nữ,Không,KV2,1.41,633,Thí sinh không phải tự do
86781762798,Họ Tên 6259,2002-08-13,Nữ,Không,KV3,0.26,867,Thí sinh không phải tự do
63651915866,Họ Tên 6260,2004-10-07,Nam,Đối tượng 1,KV3,0.25,636,Thí sinh tự do
25329157963,Họ Tên 6261,2005-12-22,Nam,Đối tượng 2,KV3,0.04,253,Thí sinh không phải tự do
15409278706,Họ Tên 6262,2002-05-05,Nam,Đối tượng 1,KV2,1.72,154,Thí sinh không phải tự do
68611572374,Họ Tên 6263,2004-08-27,Nam,Đối tượng 1,KV2,1.27,686,Thí sinh không phải tự do
78256660235,Họ Tên 6264,2002-03-10,Nam,Không,KV1,0.39,782,Thí sinh không phải tự do
67585093857,Họ Tên 6265,2005-04-11,Nữ,Không,KV1,0.41,675,Thí sinh không phải tự do
44967005195,Họ Tên 6266,2005-10-28,Nam,Đối tượng 2,KV3,0.54,449,Thí sinh không phải tự do
19294660166,Họ Tên 6267,2005-06-10,Nữ,Đối tượng 2,KV2,1.97,192,Thí sinh không phải tự do
51124882749,Họ Tên 6268,2006-02-12,Nữ,Không,KV2,0.04,511,Thí sinh không phải tự do
83480712831,Họ Tên 6269,2002-07-15,Nữ,Đối tượng 1,KV2,0.61,834,Thí sinh tự do
40429396170,Họ Tên 6270,2003-07-01,Nam,Đối tượng 1,KV1,0.99,404,Thí sinh tự do
52094178214,Họ Tên 6271,2002-10-25,Nam,Đối tượng 2,KV1,1.63,520,Thí sinh không phải tự do
85929114566,Họ Tên 6272,2005-04-08,Nữ,Đối tượng 1,KV3,1.67,859,Thí sinh tự do
35609163447,Họ Tên 6273,2003-01-22,Nam,Đối tượng 1,KV1,1.89,356,Thí sinh không phải tự do
90368170828,Họ Tên 6274,2006-09-23,Nam,Đối tượng 1,KV3,0.75,903,Thí sinh tự do
80509986040,Họ Tên 6275,2003-09-04,Nữ,Không,KV2,1.83,805,Thí sinh không phải tự do
42832301963,Họ Tên 6276,2002-05-03,Nữ,Đối tượng 1,KV3,0.92,428,Thí sinh không phải tự do
75053466046,Họ Tên 6277,2006-12-25,Nam,Đối tượng 1,KV1,0.98,750,Thí sinh tự do
94407726342,Họ Tên 6278,2002-08-10,Nam,Đối tượng 2,KV1,0.69,944,Thí sinh không phải tự do
56478644236,Họ Tên 6279,2006-09-17,Nữ,Không,KV3,0.79,564,Thí sinh tự do
15147077732,Họ Tên 6280,2004-03-20,Nam,Đối tượng 1,KV1,0.57,151,Thí sinh không phải tự do
15040592458,Họ Tên 6281,2004-10-01,Nữ,Đối tượng 1,KV2,0.21,150,Thí sinh tự do
35182233882,Họ Tên 6282,2004-01-27,Nữ,Không,KV3,1.33,351,Thí sinh không phải tự do
73004938357,Họ Tên 6283,2004-10-23,Nam,Không,KV1,0.62,730,Thí sinh tự do
48046159523,Họ Tên 6284,2005-08-04,Nam,Đối tượng 1,KV1,0.4,480,Thí sinh tự do
99869886866,Họ Tên 6285,2002-02-12,Nam,Không,KV2,1.32,998,Thí sinh không phải tự do
68633948740,Họ Tên 6286,2003-04-07,Nữ,Không,KV2,0.72,686,Thí sinh tự do
45722769748,Họ Tên 6287,2004-07-01,Nữ,Đối tượng 1,KV1,0.41,457,Thí sinh không phải tự do
56663187945,Họ Tên 6288,2002-01-11,Nam,Đối tượng 1,KV3,0.63,566,Thí sinh không phải tự do
48197286029,Họ Tên 6289,2005-04-23,Nữ,Đối tượng 2,KV2,1.25,481,Thí sinh tự do
40363696002,Họ Tên 6290,2003-11-21,Nam,Đối tượng 1,KV3,1.6,403,Thí sinh tự do
59001007343,Họ Tên 6291,2003-11-23,Nữ,Đối tượng 2,KV2,0.92,590,Thí sinh không phải tự do
54764140313,Họ Tên 6292,2004-02-19,Nam,Đối tượng 2,KV3,1.58,547,Thí sinh không phải tự do
99619308839,Họ Tên 6293,2006-08-27,Nữ,Đối tượng 1,KV3,0.06,996,Thí sinh tự do
47515645253,Họ Tên 6294,2006-11-04,Nam,Đối tượng 1,KV1,0.62,475,Thí sinh không phải tự do
49101481147,Họ Tên 6295,2006-07-30,Nữ,Đối tượng 2,KV1,0.08,491,Thí sinh tự do
97874248712,Họ Tên 6296,2002-08-13,Nữ,Không,KV2,0.47,978,Thí sinh không phải tự do
68498928655,Họ Tên 6297,2006-07-16,Nữ,Không,KV3,0.73,684,Thí sinh tự do
52252056451,Họ Tên 6298,2005-03-03,Nam,Đối tượng 2,KV2,1.92,522,Thí sinh tự do
98107835372,Họ Tên 6299,2002-05-22,Nữ,Đối tượng 1,KV2,1.46,981,Thí sinh tự do
31889526709,Họ Tên 6300,2006-07-08,Nữ,Đối tượng 1,KV2,1.88,318,Thí sinh không phải tự do
53954301783,Họ Tên 6301,2006-09-17,Nam,Đối tượng 2,KV3,1.19,539,Thí sinh không phải tự do
52694523788,Họ Tên 6302,2004-10-27,Nữ,Đối tượng 1,KV2,1.93,526,Thí sinh tự do
42222223740,Họ Tên 6303,2006-06-14,Nữ,Đối tượng 1,KV2,0.27,422,Thí sinh tự do
64291668871,Họ Tên 6304,2006-08-15,Nữ,Đối tượng 2,KV2,0.62,642,Thí sinh không phải tự do
82718178290,Họ Tên 6305,2004-06-03,Nam,Không,KV1,1.44,827,Thí sinh tự do
43860239020,Họ Tên 6306,2006-03-04,Nam,Không,KV1,1.01,438,Thí sinh tự do
61255426362,Họ Tên 6307,2006-04-18,Nam,Đối tượng 2,KV3,1.03,612,Thí sinh tự do
62563034511,Họ Tên 6308,2003-05-19,Nam,Đối tượng 2,KV2,1.5,625,Thí sinh tự do
83713670334,Họ Tên 6309,2005-12-22,Nam,Đối tượng 2,KV1,0.58,837,Thí sinh không phải tự do
74552086126,Họ Tên 6310,2002-06-15,Nam,Không,KV3,0.89,745,Thí sinh tự do
68518982684,Họ Tên 6311,2004-01-01,Nữ,Đối tượng 2,KV2,1.0,685,Thí sinh tự do
52897860238,Họ Tên 6312,2006-10-07,Nam,Đối tượng 2,KV2,1.83,528,Thí sinh không phải tự do
89146584060,Họ Tên 6313,2005-10-24,Nam,Đối tượng 2,KV2,1.4,891,Thí sinh không phải tự do
60432709854,Họ Tên 6314,2002-12-14,Nữ,Đối tượng 2,KV3,0.02,604,Thí sinh không phải tự do
54324949789,Họ Tên 6315,2005-08-13,Nam,Đối tượng 1,KV1,1.75,543,Thí sinh không phải tự do
23064612509,Họ Tên 6316,2006-11-08,Nữ,Đối tượng 1,KV2,1.92,230,Thí sinh không phải tự do
65864067016,Họ Tên 6317,2005-12-03,Nam,Không,KV1,1.25,658,Thí sinh không phải tự do
65721414673,Họ Tên 6318,2002-08-31,Nam,Không,KV3,0.99,657,Thí sinh tự do
57924920207,Họ Tên 6319,2005-12-20,Nam,Không,KV2,0.43,579,Thí sinh tự do
37369516760,Họ Tên 6320,2004-11-04,Nữ,Không,KV2,1.84,373,Thí sinh tự do
14840625206,Họ Tên 6321,2006-08-16,Nữ,Không,KV1,0.2,148,Thí sinh tự do
26819474470,Họ Tên 6322,2006-07-17,Nam,Không,KV1,0.35,268,Thí sinh không phải tự do
47458871263,Họ Tên 6323,2003-06-22,Nữ,Đối tượng 1,KV3,1.67,474,Thí sinh tự do
27906465309,Họ Tên 6324,2006-09-17,Nữ,Đối tượng 1,KV1,1.71,279,Thí sinh không phải tự do
89655058578,Họ Tên 6325,2003-05-24,Nữ,Không,KV1,1.29,896,Thí sinh không phải tự do
92066093388,Họ Tên 6326,2002-08-20,Nam,Đối tượng 1,KV1,1.09,920,Thí sinh không phải tự do
85722291046,Họ Tên 6327,2002-02-21,Nữ,Không,KV1,1.96,857,Thí sinh không phải tự do
76593416271,Họ Tên 6328,2005-05-01,Nam,Đối tượng 2,KV1,1.36,765,Thí sinh không phải tự do
26073697809,Họ Tên 6329,2005-08-07,Nam,Không,KV3,1.39,260,Thí sinh tự do
35435902914,Họ Tên 6330,2005-02-25,Nam,Không,KV3,1.09,354,Thí sinh không phải tự do
45168208533,Họ Tên 6331,2004-01-28,Nữ,Đối tượng 2,KV2,0.09,451,Thí sinh không phải tự do
98275392347,Họ Tên 6332,2006-04-10,Nam,Không,KV1,1.26,982,Thí sinh tự do
86194825495,Họ Tên 6333,2002-10-22,Nữ,Đối tượng 2,KV1,1.5,861,Thí sinh tự do
87129123908,Họ Tên 6334,2005-01-17,Nam,Đối tượng 1,KV2,1.99,871,Thí sinh không phải tự do
10654012549,Họ Tên 6335,2004-08-29,Nữ,Không,KV3,0.96,106,Thí sinh không phải tự do
57078334021,Họ Tên 6336,2003-11-27,Nữ,Đối tượng 2,KV2,1.32,570,Thí sinh không phải tự do
34301217070,Họ Tên 6337,2005-09-22,Nam,Đối tượng 1,KV3,1.9,343,Thí sinh tự do
17502293734,Họ Tên 6338,2005-04-01,Nam,Đối tượng 2,KV1,0.08,175,Thí sinh không phải tự do
40904613366,Họ Tên 6339,2003-06-20,Nam,Đối tượng 1,KV3,1.04,409,Thí sinh không phải tự do
98734289127,Họ Tên 6340,2002-08-09,Nam,Đối tượng 2,KV2,1.3,987,Thí sinh tự do
70399037887,Họ Tên 6341,2004-11-23,Nữ,Đối tượng 1,KV2,1.18,703,Thí sinh tự do
69107453266,Họ Tên 6342,2002-05-08,Nam,Không,KV3,0.21,691,Thí sinh tự do
67365577651,Họ Tên 6343,2005-05-15,Nữ,Đối tượng 2,KV3,0.17,673,Thí sinh tự do
52780489235,Họ Tên 6344,2005-07-09,Nam,Đối tượng 2,KV1,1.11,527,Thí sinh không phải tự do
28110139784,Họ Tên 6345,2005-09-20,Nữ,Không,KV1,1.08,281,Thí sinh tự do
38154908879,Họ Tên 6346,2003-01-14,Nữ,Đối tượng 2,KV1,0.98,381,Thí sinh tự do
64308510517,Họ Tên 6347,2005-06-05,Nữ,Không,KV2,0.12,643,Thí sinh tự do
42076400812,Họ Tên 6348,2005-01-31,Nam,Đối tượng 1,KV1,0.5,420,Thí sinh không phải tự do
32638641071,Họ Tên 6349,2003-08-10,Nam,Đối tượng 1,KV3,0.19,326,Thí sinh không phải tự do
23833595527,Họ Tên 6350,2005-05-23,Nam,Đối tượng 2,KV2,0.74,238,Thí sinh tự do
29294434580,Họ Tên 6351,2003-01-12,Nam,Đối tượng 2,KV1,1.42,292,Thí sinh không phải tự do
57854588062,Họ Tên 6352,2005-12-23,Nam,Đối tượng 2,KV2,0.73,578,Thí sinh tự do
35069566276,Họ Tên 6353,2004-05-10,Nữ,Đối tượng 1,KV3,0.54,350,Thí sinh tự do
89115884329,Họ Tên 6354,2006-12-12,Nam,Không,KV3,1.59,891,Thí sinh tự do
72692644977,Họ Tên 6355,2006-07-23,Nữ,Đối tượng 1,KV1,0.0,726,Thí sinh tự do
94002766077,Họ Tên 6356,2002-07-27,Nam,Đối tượng 2,KV3,0.4,940,Thí sinh không phải tự do
67062648687,Họ Tên 6357,2002-10-05,Nữ,Đối tượng 2,KV3,1.75,670,Thí sinh tự do
69083063254,Họ Tên 6358,2004-06-27,Nữ,Đối tượng 1,KV1,0.86,690,Thí sinh không phải tự do
40896369338,Họ Tên 6359,2006-10-16,Nữ,Không,KV1,0.21,408,Thí sinh tự do
55419400463,Họ Tên 6360,2002-11-27,Nam,Không,KV3,0.57,554,Thí sinh tự do
73297548474,Họ Tên 6361,2004-12-23,Nam,Đối tượng 2,KV3,1.19,732,Thí sinh không phải tự do
39933632459,Họ Tên 6362,2003-04-16,Nam,Đối tượng 1,KV2,0.51,399,Thí sinh không phải tự do
87664760981,Họ Tên 6363,2002-02-15,Nữ,Không,KV1,0.62,876,Thí sinh tự do
37634832057,Họ Tên 6364,2004-02-29,Nam,Đối tượng 1,KV1,0.68,376,Thí sinh tự do
83445800814,Họ Tên 6365,2005-06-14,Nữ,Đối tượng 2,KV2,0.51,834,Thí sinh tự do
45599143534,Họ Tên 6366,2002-10-16,Nam,Không,KV1,1.77,455,Thí sinh không phải tự do
74515565092,Họ Tên 6367,2003-08-08,Nam,Đối tượng 2,KV1,0.96,745,Thí sinh tự do
61413208205,Họ Tên 6368,2005-12-01,Nữ,Đối tượng 1,KV1,1.18,614,Thí sinh không phải tự do
69950766789,Họ Tên 6369,2003-02-23,Nữ,Đối tượng 1,KV1,1.07,699,Thí sinh không phải tự do
98698790765,Họ Tên 6370,2002-02-16,Nam,Đối tượng 1,KV2,1.55,986,Thí sinh không phải tự do
21353479952,Họ Tên 6371,2006-03-03,Nữ,Đối tượng 1,KV1,0.07,213,Thí sinh tự do
93365931677,Họ Tên 6372,2005-11-21,Nam,Đối tượng 2,KV2,1.17,933,Thí sinh tự do
44376799690,Họ Tên 6373,2004-01-15,Nữ,Đối tượng 2,KV1,0.56,443,Thí sinh tự do
45407215494,Họ Tên 6374,2006-04-29,Nam,Không,KV3,1.25,454,Thí sinh không phải tự do
14079848333,Họ Tên 6375,2003-09-15,Nam,Không,KV2,0.14,140,Thí sinh không phải tự do
94613909457,Họ Tên 6376,2003-04-06,Nam,Đối tượng 1,KV2,0.8,946,Thí sinh không phải tự do
65030418245,Họ Tên 6377,2004-07-29,Nữ,Đối tượng 2,KV1,0.95,650,Thí sinh không phải tự do
32875071884,Họ Tên 6378,2004-10-22,Nam,Đối tượng 2,KV3,0.12,328,Thí sinh tự do
74909855251,Họ Tên 6379,2006-06-17,Nữ,Đối tượng 1,KV2,1.32,749,Thí sinh không phải tự do
24041750938,Họ Tên 6380,2003-02-05,Nữ,Đối tượng 1,KV2,0.19,240,Thí sinh không phải tự do
46477148403,Họ Tên 6381,2005-07-17,Nam,Đối tượng 2,KV2,0.34,464,Thí sinh tự do
17163408641,Họ Tên 6382,2002-04-17,Nam,Không,KV2,1.27,171,Thí sinh tự do
39587446383,Họ Tên 6383,2003-03-06,Nữ,Không,KV1,1.66,395,Thí sinh tự do
37072420407,Họ Tên 6384,2003-10-12,Nam,Đối tượng 2,KV2,1.37,370,Thí sinh không phải tự do
77636325598,Họ Tên 6385,2004-09-10,Nữ,Không,KV1,1.85,776,Thí sinh tự do
81009721105,Họ Tên 6386,2002-02-11,Nam,Đối tượng 1,KV1,1.21,810,Thí sinh tự do
58864097054,Họ Tên 6387,2006-03-22,Nữ,Đối tượng 2,KV3,1.0,588,Thí sinh không phải tự do
36146847778,Họ Tên 6388,2002-02-02,Nam,Không,KV1,0.07,361,Thí sinh không phải tự do
21224951375,Họ Tên 6389,2003-04-13,Nữ,Đối tượng 1,KV2,0.86,212,Thí sinh không phải tự do
93861714916,Họ Tên 6390,2002-02-07,Nam,Đối tượng 1,KV3,1.24,938,Thí sinh không phải tự do
70198633014,Họ Tên 6391,2003-07-05,Nam,Không,KV3,0.42,701,Thí sinh tự do
62622225922,Họ Tên 6392,2002-11-29,Nam,Đối tượng 1,KV1,1.11,626,Thí sinh tự do
29674122357,Họ Tên 6393,2002-08-17,Nam,Đối tượng 2,KV3,0.83,296,Thí sinh không phải tự do
33186019316,Họ Tên 6394,2005-08-28,Nam,Đối tượng 2,KV1,0.46,331,Thí sinh tự do
33647338185,Họ Tên 6395,2003-11-14,Nữ,Đối tượng 1,KV1,0.14,336,Thí sinh không phải tự do
20359525416,Họ Tên 6396,2003-08-24,Nam,Đối tượng 2,KV2,1.06,203,Thí sinh tự do
80220757143,Họ Tên 6397,2003-03-08,Nữ,Không,KV3,1.28,802,Thí sinh không phải tự do
61040273096,Họ Tên 6398,2005-06-28,Nữ,Đối tượng 1,KV1,0.03,610,Thí sinh tự do
52729829626,Họ Tên 6399,2004-04-15,Nữ,Đối tượng 1,KV3,0.56,527,Thí sinh tự do
23211648581,Họ Tên 6400,2005-10-07,Nam,Đối tượng 2,KV1,1.55,232,Thí sinh tự do
11718482725,Họ Tên 6401,2005-07-26,Nữ,Đối tượng 2,KV3,0.3,117,Thí sinh tự do
85941680521,Họ Tên 6402,2005-08-20,Nữ,Không,KV1,1.9,859,Thí sinh tự do
81942739034,Họ Tên 6403,2003-10-28,Nam,Không,KV1,0.63,819,Thí sinh tự do
16070371153,Họ Tên 6404,2004-05-26,Nữ,Không,KV3,1.34,160,Thí sinh tự do
13969602129,Họ Tên 6405,2003-01-28,Nữ,Đối tượng 2,KV1,1.23,139,Thí sinh tự do
85299492775,Họ Tên 6406,2003-02-28,Nam,Đối tượng 1,KV2,1.48,852,Thí sinh tự do
58278091162,Họ Tên 6407,2002-07-14,Nam,Không,KV2,1.69,582,Thí sinh không phải tự do
66302479004,Họ Tên 6408,2003-07-20,Nữ,Đối tượng 2,KV2,0.09,663,Thí sinh không phải tự do
62656713954,Họ Tên 6409,2006-12-11,Nữ,Đối tượng 2,KV1,1.79,626,Thí sinh tự do
88666935655,Họ Tên 6410,2002-09-14,Nam,Đối tượng 1,KV2,1.04,886,Thí sinh không phải tự do
20905550146,Họ Tên 6411,2004-04-09,Nam,Đối tượng 2,KV1,1.26,209,Thí sinh tự do
43994612870,Họ Tên 6412,2002-07-18,Nữ,Đối tượng 2,KV2,0.8,439,Thí sinh không phải tự do
81307276728,Họ Tên 6413,2005-08-13,Nam,Đối tượng 1,KV2,0.84,813,Thí sinh không phải tự do
83995705083,Họ Tên 6414,2004-01-13,Nam,Đối tượng 1,KV2,1.76,839,Thí sinh không phải tự do
47250138375,Họ Tên 6415,2006-03-06,Nữ,Không,KV1,1.92,472,Thí sinh tự do
76846026036,Họ Tên 6416,2004-12-04,Nữ,Đối tượng 1,KV2,1.38,768,Thí sinh tự do
51740933445,Họ Tên 6417,2006-07-28,Nữ,Đối tượng 1,KV3,0.26,517,Thí sinh tự do
82489996146,Họ Tên 6418,2004-01-02,Nam,Đối tượng 1,KV1,1.28,824,Thí sinh tự do
59920237244,Họ Tên 6419,2003-08-14,Nữ,Không,KV3,1.73,599,Thí sinh không phải tự do
95111756507,Họ Tên 6420,2005-12-31,Nam,Đối tượng 1,KV2,0.47,951,Thí sinh không phải tự do
27285870179,Họ Tên 6421,2002-08-10,Nữ,Không,KV3,1.58,272,Thí sinh tự do
62290967323,Họ Tên 6422,2002-10-18,Nữ,Không,KV2,0.16,622,Thí sinh tự do
74197489239,Họ Tên 6423,2002-04-15,Nam,Đối tượng 2,KV2,0.81,741,Thí sinh tự do
90763160191,Họ Tên 6424,2002-12-24,Nam,Đối tượng 1,KV1,1.79,907,Thí sinh tự do
67367065895,Họ Tên 6425,2002-01-30,Nữ,Không,KV3,0.85,673,Thí sinh không phải tự do
59114277347,Họ Tên 6426,2003-11-14,Nữ,Đối tượng 1,KV2,1.6,591,Thí sinh không phải tự do
80702631764,Họ Tên 6427,2004-12-15,Nữ,Đối tượng 1,KV3,1.51,807,Thí sinh tự do
21871140740,Họ Tên 6428,2006-02-12,Nữ,Đối tượng 2,KV2,0.13,218,Thí sinh tự do
30365503401,Họ Tên 6429,2003-05-15,Nữ,Không,KV3,1.67,303,Thí sinh không phải tự do
78067007526,Họ Tên 6430,2003-08-29,Nam,Đối tượng 2,KV1,1.82,780,Thí sinh tự do
31611084471,Họ Tên 6431,2006-12-02,Nữ,Đối tượng 2,KV1,1.82,316,Thí sinh tự do
14723956263,Họ Tên 6432,2003-04-16,Nữ,Đối tượng 1,KV1,1.29,147,Thí sinh không phải tự do
99328460497,Họ Tên 6433,2006-06-28,Nữ,Đối tượng 2,KV2,0.31,993,Thí sinh tự do
37942618702,Họ Tên 6434,2006-10-04,Nam,Không,KV2,1.53,379,Thí sinh không phải tự do
74126246075,Họ Tên 6435,2004-11-23,Nam,Đối tượng 1,KV1,1.63,741,Thí sinh không phải tự do
97061918664,Họ Tên 6436,2003-11-08,Nữ,Không,KV3,0.36,970,Thí sinh tự do
84627946322,Họ Tên 6437,2006-11-09,Nam,Đối tượng 2,KV1,0.14,846,Thí sinh không phải tự do
26039779244,Họ Tên 6438,2004-10-31,Nam,Đối tượng 2,KV2,0.61,260,Thí sinh không phải tự do
36144218107,Họ Tên 6439,2003-06-25,Nam,Đối tượng 2,KV2,1.71,361,Thí sinh không phải tự do
93198911385,Họ Tên 6440,2004-03-10,Nữ,Không,KV2,0.81,931,Thí sinh tự do
84001984380,Họ Tên 6441,2004-12-06,Nam,Đối tượng 1,KV1,0.98,840,Thí sinh không phải tự do
34580540672,Họ Tên 6442,2004-10-24,Nữ,Đối tượng 1,KV3,0.89,345,Thí sinh không phải tự do
85238991356,Họ Tên 6443,2004-08-11,Nam,Không,KV2,1.7,852,Thí sinh không phải tự do
21193788021,Họ Tên 6444,2002-03-01,Nữ,Đối tượng 2,KV1,1.96,211,Thí sinh không phải tự do
17600208779,Họ Tên 6445,2005-10-24,Nữ,Không,KV3,0.5,176,Thí sinh tự do
47099290215,Họ Tên 6446,2002-12-15,Nam,Đối tượng 2,KV3,1.14,470,Thí sinh tự do
40268501072,Họ Tên 6447,2006-05-13,Nam,Đối tượng 2,KV3,0.59,402,Thí sinh tự do
38904170498,Họ Tên 6448,2006-01-31,Nữ,Đối tượng 1,KV1,0.09,389,Thí sinh không phải tự do
28694549726,Họ Tên 6449,2004-02-28,Nam,Không,KV2,0.92,286,Thí sinh không phải tự do
28732240659,Họ Tên 6450,2004-03-10,Nữ,Đối tượng 2,KV3,1.49,287,Thí sinh không phải tự do
70864635406,Họ Tên 6451,2004-08-04,Nữ,Đối tượng 1,KV2,1.12,708,Thí sinh không phải tự do
19948865599,Họ Tên 6452,2002-10-14,Nam,Đối tượng 2,KV3,0.86,199,Thí sinh tự do
67565954671,Họ Tên 6453,2006-06-05,Nam,Đối tượng 2,KV3,1.86,675,Thí sinh không phải tự do
32833293382,Họ Tên 6454,2002-03-06,Nữ,Đối tượng 1,KV3,0.55,328,Thí sinh không phải tự do
81690792522,Họ Tên 6455,2006-12-13,Nữ,Không,KV1,1.02,816,Thí sinh tự do
92808397131,Họ Tên 6456,2002-05-08,Nữ,Đối tượng 1,KV1,1.47,928,Thí sinh tự do
54984836570,Họ Tên 6457,2002-06-27,Nam,Không,KV2,0.5,549,Thí sinh tự do
75982229726,Họ Tên 6458,2004-05-30,Nữ,Đối tượng 1,KV3,1.39,759,Thí sinh không phải tự do
74011119474,Họ Tên 6459,2005-06-27,Nam,Đối tượng 1,KV3,1.22,740,Thí sinh không phải tự do
49339043831,Họ Tên 6460,2003-04-12,Nam,Đối tượng 1,KV1,1.78,493,Thí sinh không phải tự do
68204781070,Họ Tên 6461,2002-10-17,Nam,Không,KV3,0.63,682,Thí sinh tự do
98520325264,Họ Tên 6462,2003-07-18,Nam,Đối tượng 1,KV3,1.96,985,Thí sinh không phải tự do
65711697710,Họ Tên 6463,2002-04-27,Nam,Không,KV1,1.68,657,Thí sinh không phải tự do
58693927277,Họ Tên 6464,2003-01-20,Nam,Đối tượng 2,KV1,1.53,586,Thí sinh tự do
47844923157,Họ Tên 6465,2004-06-21,Nam,Đối tượng 1,KV3,0.73,478,Thí sinh tự do
13457223858,Họ Tên 6466,2006-03-20,Nam,Đối tượng 2,KV1,1.12,134,Thí sinh không phải tự do
62011823837,Họ Tên 6467,2002-04-10,Nữ,Đối tượng 1,KV3,1.43,620,Thí sinh không phải tự do
67974498540,Họ Tên 6468,2005-12-06,Nữ,Đối tượng 2,KV3,1.33,679,Thí sinh không phải tự do
58535697168,Họ Tên 6469,2006-07-30,Nữ,Không,KV2,1.39,585,Thí sinh tự do
46490385591,Họ Tên 6470,2006-06-13,Nữ,Đối tượng 2,KV2,1.65,464,Thí sinh không phải tự do
12144231728,Họ Tên 6471,2002-05-09,Nữ,Đối tượng 1,KV1,1.44,121,Thí sinh không phải tự do
48672532968,Họ Tên 6472,2003-08-01,Nam,Đối tượng 1,KV1,0.39,486,Thí sinh tự do
90074682959,Họ Tên 6473,2002-11-29,Nam,Đối tượng 2,KV2,1.29,900,Thí sinh tự do
91198329544,Họ Tên 6474,2006-02-26,Nam,Đối tượng 1,KV2,1.91,911,Thí sinh không phải tự do
59089112041,Họ Tên 6475,2002-05-16,Nữ,Đối tượng 1,KV3,1.96,590,Thí sinh tự do
99451925440,Họ Tên 6476,2005-11-16,Nam,Không,KV3,1.43,994,Thí sinh tự do
85201577990,Họ Tên 6477,2002-03-10,Nam,Không,KV2,1.48,852,Thí sinh không phải tự do
81293110029,Họ Tên 6478,2004-02-17,Nam,Đối tượng 2,KV2,0.28,812,Thí sinh tự do
47074391919,Họ Tên 6479,2004-12-09,Nữ,Đối tượng 1,KV1,1.09,470,Thí sinh tự do
10075246704,Họ Tên 6480,2002-11-28,Nam,Đối tượng 1,KV2,1.71,100,Thí sinh không phải tự do
26224398673,Họ Tên 6481,2003-02-27,Nam,Đối tượng 2,KV1,1.14,262,Thí sinh tự do
14745512453,Họ Tên 6482,2002-10-27,Nữ,Đối tượng 2,KV1,1.57,147,Thí sinh tự do
61852909247,Họ Tên 6483,2004-10-31,Nam,Đối tượng 2,KV2,1.45,618,Thí sinh không phải tự do
72969840057,Họ Tên 6484,2003-01-22,Nữ,Đối tượng 2,KV3,0.18,729,Thí sinh tự do
91715745553,Họ Tên 6485,2005-12-24,Nữ,Đối tượng 2,KV1,0.67,917,Thí sinh tự do
18112136297,Họ Tên 6486,2004-02-20,Nữ,Không,KV1,1.93,181,Thí sinh không phải tự do
14263890909,Họ Tên 6487,2003-10-01,Nam,Đối tượng 1,KV2,1.55,142,Thí sinh không phải tự do
84874667641,Họ Tên 6488,2003-09-09,Nam,Không,KV1,1.48,848,Thí sinh tự do
99572282050,Họ Tên 6489,2002-04-01,Nữ,Đối tượng 2,KV2,1.23,995,Thí sinh tự do
